Step	Forager	Beta	Category	Need	Value
0	0	2.5	EAT	eatpro	['specie_586']
0	0	2.5	EAT	eatfat	['specie_586']
0	0	2.5	EAT	eatcarb	['specie_586']
0	0	2.5	ILLNESS	treatpain	['specie_586']
0	0	2.5	ILLNESS	treatwound	['specie_586']
0	0	2.5	ILLNESS	treatfever	['specie_586']
0	0	2.5	SHELTER	needclothes	['specie_586']
0	0	2.5	SHELTER	needshoes	['specie_586']
0	0	2.5	SHELTER	needwood	['specie_586']
0	0	2.5	TOOLS	needbasket	['specie_586']
0	0	2.5	TOOLS	needaxe	['specie_586']
0	0	2.5	TOOLS	needarrow	['specie_586']
0	1	2.5	EAT	eatpro	['specie_166']
0	1	2.5	EAT	eatfat	['specie_166']
0	1	2.5	EAT	eatcarb	['specie_166']
0	1	2.5	ILLNESS	treatpain	['specie_166']
0	1	2.5	ILLNESS	treatwound	['specie_166']
0	1	2.5	ILLNESS	treatfever	['specie_166']
0	1	2.5	SHELTER	needclothes	['specie_166']
0	1	2.5	SHELTER	needshoes	['specie_166']
0	1	2.5	SHELTER	needwood	['specie_166']
0	1	2.5	TOOLS	needbasket	['specie_166']
0	1	2.5	TOOLS	needaxe	['specie_166']
0	1	2.5	TOOLS	needarrow	['specie_166']
0	2	2.5	EAT	eatpro	['specie_440']
0	2	2.5	EAT	eatfat	['specie_440']
0	2	2.5	EAT	eatcarb	['specie_440']
0	2	2.5	ILLNESS	treatpain	['specie_440']
0	2	2.5	ILLNESS	treatwound	['specie_440']
0	2	2.5	ILLNESS	treatfever	['specie_440']
0	2	2.5	SHELTER	needclothes	['specie_440']
0	2	2.5	SHELTER	needshoes	['specie_440']
0	2	2.5	SHELTER	needwood	['specie_440']
0	2	2.5	TOOLS	needbasket	['specie_440']
0	2	2.5	TOOLS	needaxe	['specie_440']
0	2	2.5	TOOLS	needarrow	['specie_440']
0	3	2.5	EAT	eatpro	['specie_361']
0	3	2.5	EAT	eatfat	['specie_361']
0	3	2.5	EAT	eatcarb	['specie_361']
0	3	2.5	ILLNESS	treatpain	['specie_361']
0	3	2.5	ILLNESS	treatwound	['specie_361']
0	3	2.5	ILLNESS	treatfever	['specie_361']
0	3	2.5	SHELTER	needclothes	['specie_361']
0	3	2.5	SHELTER	needshoes	['specie_361']
0	3	2.5	SHELTER	needwood	['specie_361']
0	3	2.5	TOOLS	needbasket	['specie_361']
0	3	2.5	TOOLS	needaxe	['specie_361']
0	3	2.5	TOOLS	needarrow	['specie_361']
0	4	2.5	EAT	eatpro	['specie_1095']
0	4	2.5	EAT	eatfat	['specie_1095']
0	4	2.5	EAT	eatcarb	['specie_1095']
0	4	2.5	ILLNESS	treatpain	['specie_1095']
0	4	2.5	ILLNESS	treatwound	['specie_1095']
0	4	2.5	ILLNESS	treatfever	['specie_1095']
0	4	2.5	SHELTER	needclothes	['specie_1095']
0	4	2.5	SHELTER	needshoes	['specie_1095']
0	4	2.5	SHELTER	needwood	['specie_1095']
0	4	2.5	TOOLS	needbasket	['specie_1095']
0	4	2.5	TOOLS	needaxe	['specie_1095']
0	4	2.5	TOOLS	needarrow	['specie_1095']
0	5	2.5	EAT	eatpro	['specie_22']
0	5	2.5	EAT	eatfat	['specie_22']
0	5	2.5	EAT	eatcarb	['specie_22']
0	5	2.5	ILLNESS	treatpain	['specie_22']
0	5	2.5	ILLNESS	treatwound	['specie_22']
0	5	2.5	ILLNESS	treatfever	['specie_22']
0	5	2.5	SHELTER	needclothes	['specie_22']
0	5	2.5	SHELTER	needshoes	['specie_22']
